category,term,count,genes,,
CC,plasma membrane part,215,MPP7,,
CC,plasma membrane part,215,SLC9A3R1,,
CC,plasma membrane part,215,NEXN,,
CC,plasma membrane part,215,ARL3,,
CC,plasma membrane part,215,STOM,,
CC,plasma membrane part,215,NRM,,
CC,plasma membrane part,215,STXBP5,,
CC,plasma membrane part,215,CD81,,
CC,plasma membrane part,215,CTSB,,
CC,plasma membrane part,215,TNF,,
CC,plasma membrane part,215,CDH2,,
CC,plasma membrane part,215,CD24A,,
CC,plasma membrane part,215,CDH5,,
CC,plasma membrane part,215,MARVELD2,,
CC,plasma membrane part,215,SYN2,,
CC,plasma membrane part,215,CAMK2D,,
CC,plasma membrane part,215,PPAP2A,,
CC,plasma membrane part,215,EHD1,,
CC,plasma membrane part,215,EHD2,,
CC,plasma membrane part,215,TMEM45A,,
CC,plasma membrane part,215,SLC12A2,,
CC,plasma membrane part,215,GM614,,
CC,plasma membrane part,215,VWF,,
CC,plasma membrane part,215,TMEM47,,
CC,plasma membrane part,215,SLC6A6,,
CC,plasma membrane part,215,TCAM1,,
CC,plasma membrane part,215,SYNM,,
CC,plasma membrane part,215,LIPE,,
CC,cytoplasmic membrane-bounded vesicle,69,GNA13,,
CC,cytoplasmic membrane-bounded vesicle,69,CADM1,,
CC,cytoplasmic membrane-bounded vesicle,69,MLPH,,
CC,cytoplasmic membrane-bounded vesicle,69,MYO7A,,
CC,cytoplasmic membrane-bounded vesicle,69,TGFB3,,
CC,cytoplasmic membrane-bounded vesicle,69,PDIA6,,
CC,cytoplasmic membrane-bounded vesicle,69,ITSN1,,
CC,cytoplasmic membrane-bounded vesicle,69,CD2AP,,
CC,cytoplasmic membrane-bounded vesicle,69,SLC1A5,,
CC,cytoplasmic membrane-bounded vesicle,69,CTTNBP2,,
CC,cytoplasmic membrane-bounded vesicle,69,DMXL2,,
CC,cytoplasmic membrane-bounded vesicle,69,PICALM,,
CC,cytoplasmic membrane-bounded vesicle,69,TPP1,,
CC,cytoplasmic membrane-bounded vesicle,69,PACSIN2,,
CC,cytoplasmic membrane-bounded vesicle,69,MAPKAP1,,
CC,cytoplasmic membrane-bounded vesicle,69,SLC2A1,,
CC,cytoplasmic membrane-bounded vesicle,69,GOPC,,
CC,cytoplasmic membrane-bounded vesicle,69,SCAMP5,,
CC,cytoplasmic membrane-bounded vesicle,69,BSG,,
CC,cytoplasmic membrane-bounded vesicle,69,ADAM10,,
CC,cytoplasmic membrane-bounded vesicle,69,PIK3C2B,,
CC,cytoplasmic membrane-bounded vesicle,69,ANP32E,,
CC,cytoplasmic membrane-bounded vesicle,69,SLC3A2,,
CC,cytoplasmic membrane-bounded vesicle,69,STOM,,
CC,cytoplasmic membrane-bounded vesicle,69,MYRIP,,
CC,cytoplasmic membrane-bounded vesicle,69,F5,,
CC,cytoplasmic membrane-bounded vesicle,69,IGF2R,,
CC,cytoplasmic membrane-bounded vesicle,69,SEMA4C,,
CC,cytoplasmic membrane-bounded vesicle,69,SORT1,,
CC,cytoplasmic membrane-bounded vesicle,69,TRAPPC4,,
CC,cytoplasmic membrane-bounded vesicle,69,CTSB,,
CC,cytoplasmic membrane-bounded vesicle,69,PDCD6IP,,
CC,cytoplasmic membrane-bounded vesicle,69,RAB11FIP1,,
CC,cytoplasmic membrane-bounded vesicle,69,SLC40A1,,
CC,cytoplasmic membrane-bounded vesicle,69,DST,,
CC,cytoplasmic membrane-bounded vesicle,69,IFT74,,
CC,cytoplasmic membrane-bounded vesicle,69,TNF,,
CC,cytoplasmic membrane-bounded vesicle,69,AGFG1,,
CC,cytoplasmic membrane-bounded vesicle,69,LRBA,,
CC,cytoplasmic membrane-bounded vesicle,69,TIMP4,,
CC,cytoplasmic membrane-bounded vesicle,69,NOSTRIN,,
CC,cytoplasmic membrane-bounded vesicle,69,CXXC4,,
CC,cytoplasmic membrane-bounded vesicle,69,RFFL,,
CC,cytoplasmic membrane-bounded vesicle,69,ITGB1,,
CC,cytoplasmic membrane-bounded vesicle,69,DGKD,,
CC,cytoplasmic membrane-bounded vesicle,69,SYN2,,
CC,cytoplasmic membrane-bounded vesicle,69,TMED10,,
CC,cytoplasmic membrane-bounded vesicle,69,EHD1,,
CC,cytoplasmic membrane-bounded vesicle,69,PCSK5,,
CC,cytoplasmic membrane-bounded vesicle,69,HIP1,,
CC,cytoplasmic membrane-bounded vesicle,69,PLAT,,
CC,cytoplasmic membrane-bounded vesicle,69,NOS1,,
CC,cytoplasmic membrane-bounded vesicle,69,NTF3,,
CC,cytoplasmic membrane-bounded vesicle,69,GGH,,
CC,cytoplasmic membrane-bounded vesicle,69,EXOC3L,,
CC,cytoplasmic membrane-bounded vesicle,69,WIPI1,,
CC,cytoplasmic membrane-bounded vesicle,69,VWF,,
CC,cytoplasmic membrane-bounded vesicle,69,PLA2G4A,,
CC,cytoplasmic membrane-bounded vesicle,69,AP2A2,,
CC,cytoplasmic membrane-bounded vesicle,69,LAMP2,,
CC,cytoplasmic membrane-bounded vesicle,69,NTS,,
CC,cytoplasmic membrane-bounded vesicle,69,TFRC,,
CC,cytoplasmic membrane-bounded vesicle,69,ULK1,,
CC,cytoplasmic membrane-bounded vesicle,69,CAPG,,
CC,cytoplasmic membrane-bounded vesicle,69,ABCC4,,
CC,cytoplasmic membrane-bounded vesicle,69,ATP6V0A1,,
CC,cytoplasmic membrane-bounded vesicle,69,AMOT,,
CC,cytoplasmic membrane-bounded vesicle,69,SYTL2,,
CC,cytoplasmic membrane-bounded vesicle,69,ABL2,,
CC,proteinaceous extracellular matrix,53,ASPN,,
CC,proteinaceous extracellular matrix,53,CTHRC1,,
CC,proteinaceous extracellular matrix,53,LTBP1,,
CC,proteinaceous extracellular matrix,53,NEPN,,
CC,proteinaceous extracellular matrix,53,POSTN,,
CC,proteinaceous extracellular matrix,53,MMP25,,
CC,proteinaceous extracellular matrix,53,GPC4,,
CC,proteinaceous extracellular matrix,53,OGN,,
CC,proteinaceous extracellular matrix,53,HMCN1,,
CC,proteinaceous extracellular matrix,53,ANG,,
CC,proteinaceous extracellular matrix,53,VWA1,,
CC,proteinaceous extracellular matrix,53,ADAM10,,
CC,proteinaceous extracellular matrix,53,CRTAP,,
CC,proteinaceous extracellular matrix,53,MMP15,,
CC,proteinaceous extracellular matrix,53,ADAMTS9,,
CC,proteinaceous extracellular matrix,53,BGN,,
CC,proteinaceous extracellular matrix,53,EGFLAM,,
CC,proteinaceous extracellular matrix,53,NAV2,,
CC,proteinaceous extracellular matrix,53,ADAM19,,
CC,proteinaceous extracellular matrix,53,LAMC1,,
CC,proteinaceous extracellular matrix,53,MFAP5,,
CC,proteinaceous extracellular matrix,53,ADAMTS5,,
CC,proteinaceous extracellular matrix,53,WNT5A,,
CC,proteinaceous extracellular matrix,53,ADAMTSL2,,
CC,proteinaceous extracellular matrix,53,SPOCK2,,
CC,proteinaceous extracellular matrix,53,TNC,,
CC,proteinaceous extracellular matrix,53,LUM,,
CC,proteinaceous extracellular matrix,53,TIMP4,,
CC,proteinaceous extracellular matrix,53,DCN,,
CC,proteinaceous extracellular matrix,53,TIMP2,,
CC,proteinaceous extracellular matrix,53,PTN,,
CC,proteinaceous extracellular matrix,53,AGRN,,
CC,proteinaceous extracellular matrix,53,COL8A1,,
CC,proteinaceous extracellular matrix,53,ENTPD1,,
CC,proteinaceous extracellular matrix,53,DPT,,
CC,proteinaceous extracellular matrix,53,FN1,,
CC,proteinaceous extracellular matrix,53,COL4A2,,
CC,proteinaceous extracellular matrix,53,COL4A1,,
CC,proteinaceous extracellular matrix,53,LGALS1,,
CC,proteinaceous extracellular matrix,53,EFEMP2,,
CC,proteinaceous extracellular matrix,53,FBN1,,
CC,proteinaceous extracellular matrix,53,COL15A1,,
CC,proteinaceous extracellular matrix,53,CCDC80,,
CC,proteinaceous extracellular matrix,53,HSPG2,,
CC,proteinaceous extracellular matrix,53,PAPLN,,
CC,proteinaceous extracellular matrix,53,NID1,,
CC,proteinaceous extracellular matrix,53,EMILIN1,,
CC,proteinaceous extracellular matrix,53,LAMA2,,
CC,proteinaceous extracellular matrix,53,VWF,,
CC,proteinaceous extracellular matrix,53,LAMA4,,
CC,proteinaceous extracellular matrix,53,FBLN2,,
CC,proteinaceous extracellular matrix,53,FREM2,,
CC,proteinaceous extracellular matrix,53,TGFBR3,,
CC,cytoplasmic vesicle,80,GNA13,,
CC,cytoplasmic vesicle,80,CADM1,,
CC,cytoplasmic vesicle,80,MLPH,,
CC,cytoplasmic vesicle,80,MYO7A,,
CC,cytoplasmic vesicle,80,TGFB3,,
CC,cytoplasmic vesicle,80,AP3S1,,
CC,cytoplasmic vesicle,80,PDIA6,,
CC,cytoplasmic vesicle,80,ITSN1,,
CC,cytoplasmic vesicle,80,CD2AP,,
CC,cytoplasmic vesicle,80,ARHGAP21,,
CC,cytoplasmic vesicle,80,SLC1A5,,
CC,cytoplasmic vesicle,80,CTTNBP2,,
CC,cytoplasmic vesicle,80,DMXL2,,
CC,cytoplasmic vesicle,80,DYSF,,
CC,cytoplasmic vesicle,80,PICALM,,
CC,cytoplasmic vesicle,80,MAP1LC3A,,
CC,cytoplasmic vesicle,80,TPP1,,
CC,cytoplasmic vesicle,80,PACSIN2,,
CC,cytoplasmic vesicle,80,MAPKAP1,,
CC,cytoplasmic vesicle,80,SLC2A1,,
CC,cytoplasmic vesicle,80,GOPC,,
CC,cytoplasmic vesicle,80,RAB6B,,
CC,cytoplasmic vesicle,80,SCAMP5,,
CC,cytoplasmic vesicle,80,BSG,,
CC,cytoplasmic vesicle,80,ADAM10,,
CC,cytoplasmic vesicle,80,PIK3C2B,,
CC,cytoplasmic vesicle,80,ANP32E,,
CC,cytoplasmic vesicle,80,SLC3A2,,
CC,cytoplasmic vesicle,80,STOM,,
CC,cytoplasmic vesicle,80,MIB1,,
CC,cytoplasmic vesicle,80,MYRIP,,
CC,cytoplasmic vesicle,80,F5,,
CC,cytoplasmic vesicle,80,IGF2R,,
CC,cytoplasmic vesicle,80,SEMA4C,,
CC,cytoplasmic vesicle,80,SORT1,,
CC,cytoplasmic vesicle,80,TRAPPC4,,
CC,cytoplasmic vesicle,80,PDCD6IP,,
CC,cytoplasmic vesicle,80,CTSB,,
CC,cytoplasmic vesicle,80,VAMP1,,
CC,cytoplasmic vesicle,80,RAB11FIP1,,
CC,cytoplasmic vesicle,80,SLC40A1,,
CC,cytoplasmic vesicle,80,DST,,
CC,cytoplasmic vesicle,80,IFT74,,
CC,cytoplasmic vesicle,80,CLCN3,,
CC,cytoplasmic vesicle,80,TNF,,
CC,cytoplasmic vesicle,80,AGFG1,,
CC,cytoplasmic vesicle,80,LRBA,,
CC,cytoplasmic vesicle,80,TIMP4,,
CC,cytoplasmic vesicle,80,NOSTRIN,,
CC,cytoplasmic vesicle,80,CXXC4,,
CC,cytoplasmic vesicle,80,RFFL,,
CC,cytoplasmic vesicle,80,ITGB1,,
MF,plasma membrane,368,ARL3,,
MF,plasma membrane,368,STOM,,
MF,plasma membrane,368,ATP6V1A,,
MF,plasma membrane,368,NRM,,
MF,plasma membrane,368,STXBP5,,
MF,plasma membrane,368,DEF6,,
MF,plasma membrane,368,CD81,,
MF,plasma membrane,368,H2-KE6,,
MF,plasma membrane,368,CTSB,,
MF,plasma membrane,368,GPR17,,
MF,plasma membrane,368,PRNP,,
MF,plasma membrane,368,JAM3,,
MF,plasma membrane,368,EPN1,,
MF,plasma membrane,368,CPM,,
MF,plasma membrane,368,TNFRSF23,,
MF,plasma membrane,368,TNF,,
MF,plasma membrane,368,PRND,,
MF,plasma membrane,368,CD109,,
MF,plasma membrane,368,CTNND1,,
MF,plasma membrane,368,CDH2,,
MF,plasma membrane,368,CYTH3,,
MF,plasma membrane,368,ESYT2,,
MF,plasma membrane,368,GPRC5B,,
MF,plasma membrane,368,CD24A,,
MF,plasma membrane,368,CDH5,,
MF,plasma membrane,368,IGF1R,,
MF,plasma membrane,368,APLNR,,
MF,plasma membrane,368,CD9,,
MF,plasma membrane,368,KLRA9,,
MF,plasma membrane,368,RASGRP4,,
MF,plasma membrane,368,HRH2,,
MF,plasma membrane,368,MARVELD2,,
MF,plasma membrane,368,SYN2,,
MF,plasma membrane,368,CAMK2D,,
MF,plasma membrane,368,TNFRSF19,,
MF,plasma membrane,368,EHD1,,
MF,phosphate metabolic process,126,ATP5E,,
MF,phosphate metabolic process,126,ACVRL1,,
MF,phosphate metabolic process,126,CDC14A,,
MF,phosphate metabolic process,126,CDC14B,,
MF,phosphate metabolic process,126,PRDX2,,
MF,phosphate metabolic process,126,FES,,
MF,phosphate metabolic process,126,D8ERTD82E,,
MF,phosphate metabolic process,126,SLK,,
MF,phosphate metabolic process,126,PAK4,,
MF,phosphate metabolic process,126,CDK12,,
MF,phosphate metabolic process,126,PAK1,,
MF,phosphate metabolic process,126,ATP5H,,
MF,phosphate metabolic process,126,FGF2,,
MF,phosphate metabolic process,126,TRPM6,,
MF,phosphate metabolic process,126,SGK1,,
MF,phosphate metabolic process,126,ADAM10,,
MF,phosphate metabolic process,126,LYN,,
MF,phosphate metabolic process,126,LIMK1,,
MF,phosphate metabolic process,126,PIK3C2B,,
MF,phosphate metabolic process,126,DAPK2,,
MF,phosphate metabolic process,126,PRKCB,,
MF,phosphate metabolic process,126,DAPK1,,
MF,phosphate metabolic process,126,PRKD1,,
MF,phosphate metabolic process,126,PRKD2,,
MF,phosphate metabolic process,126,ATP6V1A,,
MF,phosphate metabolic process,126,ACVR2A,,
MF,phosphate metabolic process,126,CCND1,,
MF,phosphate metabolic process,126,MAST2,,
MF,phosphate metabolic process,126,PPM1J,,
MF,phosphate metabolic process,126,HIPK3,,
MF,phosphate metabolic process,126,CD81,,
MF,phosphate metabolic process,126,ERN1,,
MF,phosphate metabolic process,126,PPM1L,,
MF,phosphate metabolic process,126,NRK,,
MF,phosphate metabolic process,126,MAP3K12,,
MF,phosphate metabolic process,126,FRK,,
MF,phosphate metabolic process,126,NDUFB8,,
MF,phosphate metabolic process,126,CAMK2G,,
MF,phosphate metabolic process,126,KIT,,
MF,phosphate metabolic process,126,ATP5G3,,
MF,phosphate metabolic process,126,IGF1R,,
MF,phosphate metabolic process,126,GNPTAB,,
MF,phosphate metabolic process,126,BCL2,,
MF,phosphate metabolic process,126,CAMK2D,,
MF,phosphate metabolic process,126,PRKAA2,,
MF,phosphate metabolic process,126,MTMR6,,
MF,phosphate metabolic process,126,PPAP2A,,
MF,phosphate metabolic process,126,INPP5A,,
MF,phosphate metabolic process,126,PTPRD,,
MF,phosphate metabolic process,126,NCEH1,,
MF,phosphate metabolic process,126,PTPRE,,
MF,phosphate metabolic process,126,PTPRA,,
MF,phosphate metabolic process,126,TRIM28,,
MF,phosphate metabolic process,126,NDUFA7,,
MF,phosphate metabolic process,126,NPR1,,
MF,phosphate metabolic process,126,NPR2,,
MF,phosphate metabolic process,126,TRIM24,,
MF,phosphate metabolic process,126,ICK,,
MF,phosphate metabolic process,126,MAPK12,,
MF,phosphate metabolic process,126,PTP4A3,,
MF,phosphate metabolic process,126,RPS6KA1,,
MF,phosphate metabolic process,126,FYN,,
MF,phosphate metabolic process,126,RPS6KA2,,
MF,phosphate metabolic process,126,GSK3B,,
