NORM_Abundance BR1 126 control,NORM_Abundance BR2 126 control,NORM_Abundance BR3 126 control,NORM_Abundance BR1 127C Sample,NORM_Abundance BR1 127N Sample,NORM_Abundance BR1 128C Sample,NORM_Abundance BR1 128N Sample,NORM_Abundance BR2 127C Sample,NORM_Abundance BR2 127N Sample,NORM_Abundance BR2 128C Sample,NORM_Abundance BR2 128N Sample,NORM_Abundance BR3 127C Sample,NORM_Abundance BR3 127N Sample,NORM_Abundance BR3 128C Sample,NORM_Abundance BR3 128N Sample,_GENE_SYMBOL_
417.1535272,172.5295044,47.45274411,512.8,454.4936437,515.1826253,445.7437629,44.70188448,51.79065626,50.2849492,49.54326615,195.5391695,188.3291599,206.8658457,189.4534912,XP_024302402.1
429.6032293,26.74624505,915.4056796,298,449.7554383,444.6215286,440.3969764,1068.465651,916.9543329,1110.11722,936.7273185,37.45744124,27.83697436,33.80021056,29.47676181,FARP1
270.2942444,208.2220671,8.891249155,220.2,254.4915025,258.0577222,229.3177295,17.59381602,9.472037428,14.16188365,7.990849379,212.3667025,191.0784907,212.8557564,235.9540158,AGO1
124.8510415,723.7710054,168.4916276,93.9,129.926578,110.4724254,115.6094046,200.4788907,167.5430276,169.9426038,145.1338018,683.21402,736.8206546,708.6278322,693.3568688,BAG2
131.9314408,255.7812481,0,178.1,124.4402349,176.6359467,130.7586328,0,0,0,0,376.9205588,293.0492063,362.4430807,279.1430687,COPG2
585.6080279,618.1766446,163.8249499,635.7,584.9189801,535.3714944,598.9588987,176.7687696,176.0474913,164.657553,178.1959412,367.6977763,535.4321735,401.2170564,669.1971178,MRPL1
217.1322461,1152.45259,61.15803977,224.6,212.9075162,213.882078,213.6932314,36.6223209,47.41111207,39.50960294,53.98817612,1052.853435,1077.344912,1098.613806,1168.809574,NEDD8-MDP1
0,323.1799315,42.73694345,0,0,0,0,48.25085166,40.0779218,51.72166203,38.8055623,248.6106197,289.7598283,244.6771571,292.8553598,TRAFD1
20.06113143,0,84.63879721,25.1,24.43916438,29.45042944,21.80300693,118.5506058,84.382613,105.495771,85.00266027,0,0,0,0,MELTF
708.9839862,272.1905562,137.1512024,704,738.6612744,697.1489665,719.9150897,151.3974297,142.8953603,118.6314312,148.0304847,278.8678185,269.9253704,254.4642434,250.412554,SOX10
0,254.3442748,192.0706309,0,0,0,0,199.2707317,158.6820894,170.1478485,168.8566359,296.8279739,252.5947673,311.9032089,240.1982964,YTHDF1
245.7488601,167.152443,124.8704716,148.9,214.5284812,176.9024664,218.6241566,142.8648065,121.303189,115.5527608,134.5459264,206.4608856,162.0141365,173.5469672,164.0344482,UBFD1
554.6902842,0,20.92636542,422.8,542.7738905,720.6027022,554.1647101,19.02850488,18.28205073,25.50165281,21.27563647,0,0,0,0,INTS3
208.4587569,34.02381952,54.91942848,226.3,185.8498699,176.1029072,163.8493,68.3364957,49.4990343,49.05348106,41.60235958,42.3924389,28.86797341,39.84360264,28.73051467,IMP3
156.7128385,0,47.6492358,201.3,161.5353952,169.1733944,159.1560097,45.98555346,39.51774755,38.73993535,27.06900227,0,0,0,0,FKBP11
447.4222343,280.4879181,94.80724237,325.3,418.5830348,514.516326,427.2082365,132.8219845,99.60916779,127.6108864,96.33967783,274.4182304,254.0676231,326.0757655,293.3684047,THOC5
495.9229697,213.4600666,562.3101054,489.7,499.2572152,567.8869006,520.0046856,685.5547453,584.2617495,714.8672574,636.5210959,246.2644733,235.6569258,251.6297321,214.5926916,ITGB5
0,26.46812118,115.3897473,0,0,0,0,106.5445253,111.6783768,95.95189286,96.23979221,35.75850762,23.46750219,30.6982925,24.11311053,TRA2A
772.5895735,0,94.8563653,1060.4,755.7437515,1013.641138,799.285164,125.9505799,95.84072279,132.4854478,98.68698983,0,0,0,0,CEBPZ
0,735.9157475,967.3286098,0,0,0,0,934.8130573,928.0559682,905.1290856,967.6918598,815.2454327,686.3017012,711.997157,679.3180945,RPS23
0,70.31898394,126.2950363,0,0,0,0,182.1299753,124.9188592,163.2721514,115.617602,93.03684109,64.80565459,78.51061567,73.55198319,SUPT6H
1061.115846,0,128.3581991,863.3,1004.748911,909.2320364,959.3917135,163.3280002,138.7704408,169.1729362,159.1677311,0,0,0,0,PPIH
185.3884558,0,689.2437398,238.3,192.2713851,216.6805351,177.9885797,635.4161451,750.6844286,640.3634347,628.0807612,0,0,0,0,CTSA
0,476.3334733,312.8147769,0,0,0,0,241.2542583,296.7395811,218.7908402,291.5161739,360.659337,508.331627,399.5056533,477.9712896,XP_005245370.1
27.90857403,181.4758221,323.1305908,38.5,25.24964687,38.64535989,21.68418945,430.7086978,331.3685352,418.4939242,330.2717934,115.5274862,142.4742497,142.2068985,160.6296957,ZNF638
0,256.4302038,585.1522648,0,0,0,0,259.301134,455.1670459,392.4791596,527.4959446,378.3767876,265.2613271,329.3916089,259.5540814,LSM12
63.54658399,0,146.0424516,52.9,65.52439225,85.55283121,69.27058876,210.0686531,159.0385639,191.1341181,165.6602962,0,0,0,0,CHPF2
102.429777,22.15720127,71.42473078,137.6,111.9089287,134.6590903,109.7279395,72.1119927,74.80872571,65.1138781,73.76552833,36.16301562,26.46230896,25.93845273,21.82772868,RNF113A
463.2351262,0,198.9478402,371.1,468.9576389,489.3968421,440.7534289,260.2827632,197.1813383,251.424746,204.1162588,0,0,0,0,NDUFA10
286.6971695,283.9181125,508.9134876,371.5,312.2851387,325.0874326,290.03346,513.6941219,539.1931843,487.6613849,503.6232821,305.8080516,246.2614875,265.8557701,240.2449368,NDUFAF4
108.8611397,199.3221035,36.54745509,173.2,116.33541,151.9828723,127.6693784,68.94057522,39.51774755,54.08197598,39.90430409,229.0324323,195.3006773,227.5631265,203.6788272,PPFIA1
438.0997085,0,245.6637405,442.7,482.6734965,435.2933383,462.3782096,276.8194401,219.6901584,264.4577839,251.6618126,0,0,0,0,PTRH2
0,64.06119697,215.8461259,0,0,0,0,283.4643148,187.3528263,260.4042012,174.1505737,83.32864898,62.15451418,74.76692146,62.07843349,TATDN1
628.0314206,195.6601392,207.7899664,755.2,676.5658465,798.9595008,982.4423039,200.7054205,204.8200781,214.7885687,269.8909378,275.308148,198.3936744,267.3532478,213.1001973,TNPO3
0,596.575691,286.3866441,0,0,0,0,253.6378885,295.7210825,276.5159094,281.6274978,742.9194015,613.7881013,661.9386173,667.1449382,MLEC
0,293.0498461,43.47378731,0,0,0,0,36.09375132,45.83243917,44.38416434,47.59549661,221.184977,288.4342581,250.8809933,288.2845961,CPSF7
557.3454339,443.5148572,17.63512954,682.4,595.9540109,636.6489893,567.7099024,24.9182802,23.01806945,25.86083102,20.2767803,671.9686975,465.1278573,621.9345706,407.1244523,EIF2AK2
48.38272875,37.3613059,0,62.2,52.68136199,64.03136355,56.91357121,0,0,0,0,46.19481414,38.34334563,48.72150605,40.39062615,GNAI3
423.4668833,45.33419004,772.2123576,401.6,409.2936585,383.3219922,438.4958968,890.6397424,831.2476717,868.1337301,806.5763592,57.35923507,47.18048035,52.67912564,52.05073762,LARP7
45.25555238,0,25.88778069,57.1,47.38205339,61.36616631,53.70549935,35.79171156,24.0365681,38.2781348,19.17803851,0,0,0,0,CAPN5
532.7410462,0,193.9864249,202.9,405.9270389,391.1176941,450.258827,248.5032126,182.6677325,227.8729178,185.2378772,0,0,0,0,PAK4
0,149.3988696,120.1546709,0,0,0,0,147.9994824,122.067063,145.6724192,109.9241218,232.0257915,159.0684249,204.0848157,150.0889549,CSNK2A2
954.9098563,609.4620968,0,934.3,955.1847894,961.2700124,966.5801708,0,0,0,0,652.5523132,637.9920314,655.6812998,619.8981665,STT3B
254.7173659,102.3959364,19.69829233,369.8,316.3375512,348.4745384,267.6363657,32.4692742,19.09684965,30.53014773,25.12123274,164.3111515,106.3401878,160.0161867,115.994789,DHX57
93.28426117,392.0155881,59.04575406,113.2,104.5522415,102.3435738,91.13300443,53.9896071,53.31840423,46.23136656,55.98588846,418.8275881,403.0224383,376.8295627,388.8880379,RBM42
12.27269217,143.8363923,0,19.6,9.975169134,15.72466368,13.30755736,0,0,0,0,218.0298146,154.6498576,212.5348683,158.3909543,ATE1
0,1117.687107,553.8118396,0,0,0,0,465.8963298,532.674793,485.8141827,540.980503,1190.790664,1143.868899,1214.186994,1114.706657,CDK6
279.0857403,68.88201064,96.08443838,350.9,275.5017025,336.8143005,272.7455172,105.7894259,89.67880597,100.9803878,79.55889413,111.7251109,62.94003726,93.69931789,68.04841057,GBA
37.29010314,0,74.76508958,49.4,32.60633411,42.9763054,30.35786523,111.2261416,81.27619212,92.92453367,72.56690092,0,0,0,0,ERAL1
0,136.8369417,155.5722988,0,0,0,0,152.7566086,145.5434568,158.39759,163.5127554,169.4079524,140.4122516,175.2048889,162.8684371,SH3PXD2A
0,459.8314573,262.1199198,0,0,0,0,286.1071627,238.9907078,273.8477284,266.0453415,418.0994737,536.0213158,475.395683,524.5184546,MT-CO2
109.628183,144.6707639,0,111,123.0686492,130.061625,109.3120783,0,0,0,0,198.0471191,149.2493863,187.2381917,149.4826291,USP19
212.7659999,309.3664462,240.9970627,319.3,218.7055833,348.1413887,231.1594004,337.9824915,241.7406541,306.0711449,252.3110691,499.4864842,340.7697337,461.1161637,364.4484443,CNOT1
72.98711643,52.14822474,296.06386,53.9,67.7688053,68.96197843,67.96359652,398.6924832,302.137624,348.8646629,342.2580675,73.86316166,47.03319477,51.50253603,51.53769272,ENG
0,162.8878771,45.48782717,0,0,0,0,68.03445594,47.66573673,62.70225298,41.65230239,232.2684963,169.2311298,229.1675669,192.8582438,GAK
161.0790848,14.74056486,0,194.1,203.1817263,151.9162423,161.2353155,0,0,0,0,20.95351465,14.4339867,13.85166857,15.20478536,LSM5
662.3713573,0,5.845627898,764.9,657.4883355,694.0173597,694.8446022,8.230583461,5.29619297,4.925872575,5.643537374,0,0,0,0,ATP6AP1
116.5905756,88.86057496,130.9617141,140.2,123.3803732,152.4492818,132.3626688,171.1055241,127.9743551,161.3223268,147.8806563,92.38962828,97.1593867,86.96066831,95.93939722,APPL2
819.8512391,184.6742466,0,642.9,838.8493794,755.5167859,835.7027205,0,0,0,0,228.2234163,196.4789619,201.4642297,195.5633897,HGH1
813.9509063,0,565.9452018,860.5,896.2689467,770.4418904,877.4076548,592.6775191,621.6406499,538.20289,615.6949447,0,0,0,0,DPY30
632.5746768,308.4393666,945.5180317,728.4,601.3156644,679.292145,680.8835487,1027.539264,999.6054982,1044.90072,985.4714997,359.9312226,307.5813834,343.0293521,281.055327,NIPSNAP2
520.4093507,0,67.93700321,622.6,459.8552971,555.2272138,560.7590801,83.36297377,75.72537449,76.71020312,70.26953173,0,0,0,0,RNF40
446.832201,0,159.7477473,561.9,433.5457885,556.6264423,415.2670802,172.0871533,178.7974377,173.8935641,158.8680742,0,0,0,0,VPS45
139.1298468,291.010271,175.6635745,131.6,144.8269869,138.790146,126.6594299,166.6504376,157.6635907,172.9186518,176.7475997,317.8623901,312.2945219,304.5762645,305.5882015,AP1M1
0,321.6502502,20.28776741,0,0,0,0,19.40605458,16.55060303,23.55182825,23.02363477,318.0241933,331.7853134,332.653971,300.5976738,RBM15
0,344.4100532,165.7407439,0,0,0,0,195.117685,178.4918881,179.5891043,172.2527469,413.973492,363.500808,353.8860653,349.0570971,PSME3IP1
229.345935,0,60.71593346,257.1,218.456204,242.2664286,250.2296054,62.97528996,53.57302889,67.11501383,55.58634599,0,0,0,0,NCLN
13.62976871,0,91.56512942,14.5,15.39916735,17.12389223,13.78282727,143.2423562,97.67402036,126.6359741,85.60197397,0,0,0,0,SLC27A1
67.97183357,220.3668093,0,90.2,68.82866702,78.42342861,64.45848097,0,0,0,0,227.1716955,206.7889524,210.5025772,200.7871196,AP1S1
257.6675323,45.0097122,0,279.4,274.0054271,253.5935168,235.9715082,0,0,0,0,54.20407263,44.18567359,42.78507666,50.13847934,UQCC2
642.3102259,363.6005999,290.6112155,625.1,735.1076204,599.2695981,688.309641,239.3665098,290.1702649,261.1738688,295.3617702,316.2443581,347.6430607,309.9778804,369.3923315,CASP3
50.09382526,159.7358066,0,63,49.06536318,47.10736111,48.1804867,0,0,0,0,130.5751839,165.205324,147.6619958,167.5791221,WASF2
171.4046671,166.3644254,79.53001316,242.5,157.3582931,243.9988068,161.4135417,112.5098106,61.36454355,104.0590581,64.17650908,287.4433882,173.9933635,246.8698923,156.5719769,ACSL1
296.6687319,342.4631861,512.9906902,370.3,308.2327262,291.039538,295.2020202,634.7365557,528.2443239,614.0408031,518.1566394,465.6696151,395.4617786,428.1716547,360.9970513,OCIAD1
79.24146917,88.11891132,0,118.9,82.6692142,99.94489628,78.36012571,0,0,0,0,146.1082913,80.81068747,122.3118379,77.65634242,TRPV2
143.6731031,66.56431176,243.6497006,222.8,148.8793993,206.4861557,141.6304319,280.3684072,249.0738444,312.5363526,241.4734797,91.17610427,63.67646516,93.85976192,65.29662426,NCKAP1
99.59761724,130.5791548,0,135.8,109.6021709,137.1910276,91.19241317,0,0,0,0,138.5035408,118.8594619,123.4884275,129.1940351,XP_016879514.1
47.55668217,222.2673223,0,64.5,41.39695191,52.43775558,51.4479673,0,0,0,0,241.0867708,249.452675,241.5217577,233.8551957,MDC1
24.07335772,237.378719,0,32.9,23.62868189,22.85406628,28.93205551,0,0,0,0,261.9593839,250.2872933,250.1857358,231.5698139,AP1S2
433.320439,124.5994916,0,573.7,467.0249499,592.4067152,483.5871291,0,0,0,0,111.6442093,130.5441179,128.0878233,123.5971816,NHLRC2
60.53741427,8.529131869,201.4039864,82.5,55.11280946,70.96087636,46.87349446,275.9888307,191.0194215,241.9834902,168.7068075,14.07687856,8.788039524,10.74975051,9.701212747,RIF1
698.6584039,0,33.05972752,714.8,750.6314773,615.6605611,626.4057358,37.60395012,30.55495944,33.09570636,32.16316875,0,0,0,0,GOLGA5
597.9397234,0,390.8711024,657.4,593.6472531,649.441936,585.8889763,491.1166498,404.7004378,498.3341088,424.5138733,0,0,0,0,NP_057322.2
0,63.27317935,240.161973,0,0,0,0,305.7397471,245.0507747,290.1646814,235.0308574,92.22782508,70.45160177,92.09487751,58.90688317,PNPT1
0,164.6029743,250.477787,0,0,0,0,360.5599635,305.7532942,383.3970821,305.4002747,280.7285553,168.0528452,281.7397298,185.4424129,ALDH16A1
0,120.4739876,42.29483714,0,0,0,0,56.93449476,49.60088416,53.26099721,39.60464724,145.2183737,127.9420726,179.857766,124.2967883,LLGL1
33.27787685,42.27482752,86.55459122,45.5,43.0802617,43.57597478,37.78395751,107.2996247,85.9612859,103.9051246,84.45328938,60.91890551,40.55262931,55.40667427,35.2601771,PTCD3
39.17820963,47.42011903,137.9862921,54.6,40.21240057,71.29402601,33.86298079,150.1137607,135.613095,153.3690951,156.0712769,72.24512965,48.35876498,71.98589148,37.03251404,XP_016866973.1
219.4923792,335.6027974,669.7419391,306.5,212.0970337,275.9811736,188.8603788,768.8422091,766.7767072,742.1648012,787.6480347,448.5184757,359.3768118,399.452172,359.084793,REXO2
112.2833327,428.0789827,528.9556404,126.7,118.6421679,114.6034811,123.0354969,512.1839231,540.975557,579.3031392,543.7773002,431.5291395,451.4793937,406.8325977,447.7949211,LRATD2
624.0781976,0,37.52991356,420.4,635.2935842,607.8648592,637.7528048,51.49777908,34.37432937,44.23023083,28.4174581,0,0,0,0,DNTTIP1
54.75508815,0,118.8774749,67.5,60.91087652,77.15745993,65.2902033,149.5096812,116.006996,135.0510064,108.9252656,0,0,0,0,XP_005257516.1
7.61142928,58.59142762,0,12.3,11.53378931,11.19382838,7.604318492,0,0,0,0,92.87503789,58.12870836,70.91626456,55.73533285,SURF1
0,26.69989107,29.08077072,0,0,0,0,45.98555346,26.58281472,38.22682363,26.71940261,38.26645725,23.418407,32.6771023,24.999279,PCCB
0,477.6313847,17.340392,0,0,0,0,19.78360428,15.68487918,22.78216066,16.98055493,454.4242925,490.0682153,553.0505972,508.4741412,AGK
1058.755713,174.0591857,259.0251757,1212.2,1070.273303,1122.514445,1044.999705,287.9949112,265.5735225,289.9594367,315.8383217,172.724918,183.272355,156.5933806,182.317503,NDE1
208.8717802,714.0366701,317.3340859,122.9,182.5455951,160.3116136,190.5832322,311.4029926,329.4843127,338.6024283,322.8303149,583.057838,684.0924175,653.0072325,688.5062624,RFC5
449.4873508,29.06394392,182.4425379,496.6,507.2373505,490.1964013,484.300034,225.8502306,199.4729602,236.2879501,231.7845748,41.09801328,24.30212047,39.84360264,21.40796467,MOV10
0,452.183051,346.2674878,0,0,0,0,361.0885331,404.1911885,309.7655493,332.7689338,496.0077154,529.7862263,479.0858959,540.562768,WDR61
51.15588516,0,53.34749493,59.3,55.54922311,50.57211752,45.80413717,70.14873426,45.83243917,65.57567865,47.79526785,0,0,0,0,TOLLIP
335.6109282,154.0342674,341.0604579,371.1,326.3750651,338.9464582,324.4311194,279.6888178,356.9837762,283.8020959,352.296572,191.4940894,157.8901403,155.1493842,160.2099317,MAN2B1
668.7437167,105.1771751,0,726.2,698.1994946,695.4832182,635.3170465,0,0,0,0,121.1905982,104.867332,111.2946807,102.7022619,FAM168A
709.2199995,53.63155202,82.96861781,751.1,684.8577058,781.8356086,683.8539856,115.5302082,87.18348428,108.0613296,80.25809345,55.66030145,43.4001505,50.70031584,47.7598166,GYS1
300.8579682,0,373.8745708,334.4,304.8037618,284.3099149,305.4203232,308.7601447,393.1914031,370.8258448,387.5062521,0,0,0,0,CTCF
620.006968,180.1315568,1003.335713,628.5,671.6406067,612.862104,579.1163802,953.2374826,972.5134342,906.155309,924.4913304,197.3999063,165.9417519,166.1130601,179.1925931,TMX1
171.2866605,59.61121513,544.0855008,224.4,147.1960895,183.5654595,157.6113825,630.8100388,517.1936135,613.4763802,516.2588127,75.07668568,59.79794492,67.27953305,57.78751247,RPS6KA3
0,6.99945061,97.21426563,0,0,0,0,118.6261157,97.97956995,112.3201569,92.59396718,9.627290513,4.467662552,8.663978024,7.182628669,ABCF3
0,670.7884091,204.4496076,0,0,0,0,236.9501917,199.1164857,229.6174976,183.7395929,601.6652062,644.8162632,701.6217759,674.5607691,CSTF3
7.257409313,12.33015803,0,13.7,6.296825516,9.994489628,8.67367578,0,0,0,0,21.84343226,13.99212997,13.74470588,12.91940351,LSM14B
24.42737769,149.5379316,74.32298327,34,18.01764925,25.98567303,19.48606614,90.15886837,71.90600456,78.76265002,64.42622312,238.9833292,140.4122516,224.6751338,189.9198957,CPOX
239.9075306,792.69937,962.6128091,299.4,263.0950859,283.243836,253.7347209,807.3522785,989.0640372,857.6662509,968.94043,796.6380645,825.4374778,819.7620688,793.7737488,LYPLA1
28.67561729,0,24.07023252,37.4,29.36440414,35.11397356,29.34791668,34.81008234,24.69859222,32.01817174,18.97826728,0,0,0,0,XP_011526201.1
798.2560211,512.6286377,0,946.1,807.3652518,727.3989551,716.6476091,0,0,0,0,628.1200298,539.8507408,490.4239412,467.7570319,GCSH
194.4159649,1027.389558,346.6604712,245.2,210.6631031,226.6083948,206.8612265,400.3537019,329.6880124,361.1793443,312.3423251,1082.058913,1027.856958,1048.555266,1065.734189,XP_024309834.1
160.8430714,266.396309,90.87740849,199.8,162.5329121,194.1596185,180.3055205,77.32217857,86.72515989,89.07619572,90.14676956,268.2697087,252.6438625,282.0071365,247.6141273,FASTKD5
793.2407383,310.6643575,48.09134212,789.6,750.6314773,775.3058754,794.29483,32.92233384,45.27226491,40.84369343,48.49446717,236.5562812,300.9044371,268.315912,320.0933802,NP_620305.2
971.0767681,39.95712865,80.6598404,1049.5,1121.146666,1043.624607,1051.83171,77.92625809,78.06792138,76.35102491,82.95500512,49.75448458,32.01006575,40.75278552,36.65939048,VPS28
602.364973,437.766964,502.5275075,750.6,678.5608803,714.6060084,663.7738321,407.6781661,407.552234,462.724155,420.8181054,531.4426166,498.3162077,524.2241518,475.5459864,MRPS9
126.3261247,232.0943656,184.9969299,184.3,126.4976136,151.9828723,136.402463,265.568459,192.8017941,219.5091966,171.6034904,186.6399934,221.1738439,219.3804806,231.4298926,HIP1
155.5327719,56.41279068,0,128.4,147.5078136,155.5808885,151.8487349,0,0,0,0,73.45865366,54.54475928,78.61757836,62.40491661,FNDC3A
52.04093507,294.3941114,178.512704,57.3,54.23998217,56.16903171,54.53722169,191.8707576,200.9497833,179.5891043,191.7803851,243.5947205,283.3283581,240.8799816,252.3248123,CCDC12
23.48332444,513.1385315,282.555056,30,26.4341982,36.18005245,24.7140351,291.6948982,306.7208679,281.749649,309.4456422,564.7740762,535.3339831,525.4542227,516.9627024,TOE1
295.6656753,0,398.7307701,325.8,310.8512081,282.1777572,276.4288589,356.3314069,389.8303576,339.6286518,395.1974446,0,0,0,0,PTGFRN
1793.760167,18.68065295,1560.586157,1662,1599.081957,1572.399738,1764.320708,1696.028762,1625.625692,1594.853868,1489.194667,21.76253065,14.4830819,18.87891508,14.69174046,SNRPG
305.5782344,0,860.2897594,265.4,295.2650064,256.6584936,254.2693996,849.2602952,859.7147089,812.7689748,902.4665518,0,0,0,0,LACTB2
329.1795655,607.9324155,155.1793154,404,352.4351945,381.2564643,345.9370827,202.3666392,158.0709902,173.3291412,159.2676167,603.1214351,497.628875,509.8911511,574.143889,NUDCD1
654.8189314,731.4657657,0,786.8,617.8370382,722.66823,646.6641155,0,0,0,0,877.4587639,786.7504658,808.1566168,808.0923657,TBRG4
2499.32196,2077.353504,241.5374149,2099.2,2963.49806,2407.872441,2779.853679,271.4582343,244.083201,242.4452908,207.3125986,1870.283211,2403.356977,2078.873394,2313.039634,NP_001014433.1
1096.63585,1299.070221,540.7942649,1081.8,1210.985533,1395.364012,1183.006204,600.8325926,546.2717499,594.9530469,539.5321615,1262.226778,1318.549595,1469.239533,1332.284337,CTBP2
0,52.56541054,211.4250628,0,0,0,0,298.4907928,210.167196,274.0529731,195.2264389,85.5938938,58.5705651,83.75178756,49.25231087,ATL2
67.14578698,583.1330376,1755.948024,94.9,73.75390678,78.22353882,71.40930334,625.3733231,1481.966458,612.0396674,1417.077252,774.9564355,687.529081,728.7368182,470.4155374,CCDC86
77.47136933,0,159.5512556,83.8,78.42976732,85.01979177,76.75608978,176.8442795,151.7562986,167.0691782,137.2927809,0,0,0,0,XP_005269076.1
24.2503677,18.91242284,80.26685701,44.1,21.75833767,40.1778483,21.62478071,149.1321315,75.62352462,139.0532779,77.36141055,42.9587501,21.06183774,37.22301669,19.21586371,NOL9
329.8876054,0,307.1165178,375.7,314.4048621,316.8919511,313.4405028,273.119453,288.8971415,273.1806832,364.832217,0,0,0,0,ATP5MG
476.3338649,174.4763715,414.6957203,494,440.2166828,510.5185302,494.4589282,447.9249641,410.0475557,465.8028253,444.6408251,186.9635998,161.0813278,195.474319,170.9372342,CUL2
69.68293007,0,7.122823909,126.1,69.82618394,109.9393859,84.00395584,7.928543701,5.245268038,6.0034072,7.890963762,0,0,0,0,CORO7-PAM16
10.32558236,91.27098179,99.52304303,13.4,10.41158278,12.25990728,11.05002531,128.5179179,95.43332333,117.7591412,106.2782967,115.0420765,84.00187501,102.1493705,87.77731918,AKAP8L
0,252.1192839,43.62115608,0,0,0,0,57.7651041,38.04092451,55.56999998,41.90201643,257.267091,261.5791876,257.8870496,230.8235668,SLC4A2
0,207.1095717,589.7698197,0,0,0,0,657.7670874,624.543371,614.1434255,586.9278869,255.4872558,205.7579533,227.7770519,206.7104562,CCS
1833.52841,1821.711318,1970.467831,1579,1736.98867,1535.220237,1775.727185,2272.094095,1804.270355,2002.675069,1488.095926,1837.518062,1739.344493,1729.479761,1587.7807,RPL35
16.93395506,0,21.76145511,24.9,17.89295963,15.72466368,15.32745446,28.01418774,22.66159492,24.5780517,21.87495018,0,0,0,0,DCTN5
98.06353072,12.65463587,0,118,99.19058807,97.14643918,86.91498402,0,0,0,0,17.232041,13.7957492,16.90010528,14.41189778,MRPS25
231.4700548,0,29.27726241,171.2,204.6780017,174.5037889,202.9996585,28.39173744,30.70773424,36.43093258,25.97026048,0,0,0,0,PCYOX1
66.67376036,67.53774529,235.8882787,79.9,67.64411569,54.76980316,56.20066636,265.9460087,254.3191124,244.1898707,251.2622702,87.85913863,72.85726622,70.22100707,65.66974783,GINS3
0,739.6704197,268.5058999,0,0,0,0,189.0013798,265.3698228,173.3804524,250.4132424,702.1449946,761.6628222,660.6015836,776.2369411,ATP5F1D
0,73.19293055,338.7025576,0,0,0,0,340.0967698,352.8079317,315.8202677,340.2104123,82.60053457,75.50840664,64.0706523,67.90848923,BTF3L4
64.01861061,31.01081098,34.14043184,86,74.37735485,81.62166529,69.15177129,48.7039113,33.71230525,41.15156047,35.25962289,41.82612769,26.80597531,35.77902036,31.76214366,NSDHL
0,26.97801493,137.2985712,0,0,0,0,173.2953123,146.0017812,169.7886703,147.6808851,29.85269075,20.27631466,26.58022887,17.90993123,PRMT3
239.9075306,870.9448841,55.80364111,348.7,236.9726117,300.5676181,237.8131791,63.88140924,50.21198335,58.90522621,47.64543942,653.199526,790.4326053,871.2646048,922.8278626,NLN
181.9072594,259.2577964,0,256.6,163.5927738,200.9558714,173.1764719,0,0,0,0,298.6078091,354.320007,316.6095673,330.6807614,PDXP
925.4081924,72.63668282,204.5969764,808.3,942.2794143,1003.580018,927.4892211,225.0196212,198.6072364,212.9413665,205.8642571,66.90562398,76.93216723,79.68720528,74.15830898,METTL3
0,230.6110383,59.48786037,0,0,0,0,64.9385484,65.9987124,69.9884395,59.48188507,284.8545369,244.4449653,309.0152162,253.4908235,XP_005273819.1
280.2068035,0,50.05625906,418.7,295.2026616,373.9938019,280.5280619,72.94260205,50.77215761,69.52663894,48.29469593,0,0,0,0,DHX8
11.74166222,9.82704324,231.4180927,18.1,10.22454836,20.18886905,12.77287872,298.8683425,238.4305335,300.1190488,234.9309717,15.85671379,7.658850088,11.49848935,11.52019014,DOCK7
958.3320493,160.1066385,0,1037.8,1148.516036,1094.596504,1199.878286,0,0,0,0,203.7911328,184.9906867,213.3370885,176.6740091,XP_005272318.1
24.78139765,12.23745007,0,39.8,25.31199168,26.71860227,24.41699141,0,0,0,0,16.09941859,12.91203573,15.88395971,14.69174046,PRPS1
0,30.91810302,299.3059729,0,0,0,0,366.298719,303.8181467,315.7176453,269.1917385,35.43490121,29.40802053,31.39355,25.83880703,ITGA6
0,281.9248914,298.1270228,0,0,0,0,310.0438137,309.3180394,316.8978023,329.9721365,200.2314623,263.1011386,199.0040878,256.6623738,XP_024309047.1
0,151.9483384,172.4705844,0,0,0,0,185.6789425,162.3996094,192.5195198,151.0270533,217.948913,146.6473411,186.1685648,146.4510001,XP_005249588.1
67.6178136,113.0573512,14.54038536,98.9,77.55694002,89.48399713,76.81549852,16.15912716,12.83308297,18.5746445,11.13724632,180.0060621,125.6345986,157.6630075,123.6904625,CCDC22
0,60.16746286,669.1033411,0,0,0,0,643.118159,681.3755956,701.5776637,681.0700811,44.57678212,54.25018813,50.37942777,53.58987234,MRPS27
57.64625121,0,356.7306705,64.6,53.42949967,69.02860836,66.12192564,304.8336278,326.3778918,301.6070729,329.6724797,0,0,0,0,TMEM214
0,56.7836225,113.3757075,0,0,0,0,157.8157746,136.1732693,152.9072945,129.3518743,87.69733543,61.66356225,80.7568322,58.30055738,RRP1B
0,44.63888038,33.20709629,0,0,0,0,53.9896071,42.01306924,50.2849492,37.30727804,59.13907029,47.37686112,55.19274889,45.98747966,GPHN
323.5742494,3970.681717,0,255.8,337.9711992,246.664004,290.5087299,0,0,0,0,2148.342013,3553.460965,2543.733251,3894.337311,TRIR
321.0961096,109.1172631,189.1232555,476.6,301.9359007,403.4442313,318.0149757,239.4420198,181.7510838,218.0211726,189.5829015,153.9557466,112.1334205,148.2502906,116.5078339,AGPAT5
74.52120295,82.92726583,0,96.9,71.69652815,78.29016875,67.25069166,0,0,0,0,106.7092116,84.29644616,84.6074891,73.59862363,CAAP1
