category,ID,term,value,genes,logFC,adj_pval,zscore
CC,GO:0005886,plasma membrane,368,PDZD2,-0.788489349,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PLEKHA2,-0.639882252,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CACNA1A,0.743256403,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,IER3,0.870549681,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TLN1,-0.33685271,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CLDN6,0.586878968,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LEPR,2.65397884,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CLSTN1,0.410412133,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CLDN5,1.52910963,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PEX3,1.062943297,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SKAP2,-0.958575227,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LSR,2.057339651,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,VMN1R208,-0.180059591,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ARHGAP21,-0.47531287,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GPC4,-1.013438067,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ANK,0.477344511,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TMEM173,-1.378414937,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CXCR4,-2.56475368,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MAPKAP1,0.527352013,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SDPR,-0.983646077,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GOPC,-1.145147468,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MSN,-0.335408524,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,RHOD,0.604767477,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PAK1,1.396210657,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ZYX,-1.05827333,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SCN7A,-0.59899362,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,KIRREL2,0.236277266,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,DLG2,-0.84072002,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,H2-K1,-0.498544692,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TRPM6,1.648325731,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PTGER4,-1.053788983,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LIMK1,0.497049015,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MPP7,0.877031013,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC9A3R1,0.644530775,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,NEXN,-2.730754367,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PPAP2A,-1.117278423,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,FGFBP1,0.282330514,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,EHD2,-1.573082895,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MYOF,2.020535947,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ENO1,0.661397406,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TMEM45A,0.99378159,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,CNNM2,0.938695993,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,PLP2,-1.151833219,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC12A2,-1.422190337,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ABCA8B,-0.633392015,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ABCA8A,-1.05668832,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,MAL,2.783284228,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,UBL3,0.424200377,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,GM614,-1.559194723,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,VWF,1.762070325,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TMEM47,-2.086816653,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SLC6A6,0.881037713,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,TCAM1,0.292937437,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,SYNM,1.82651868,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,VPS28,0.48341623,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ARAP3,-0.53130689,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,LIPE,-0.677246396,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,ARAP1,-0.362388931,0.000318,0.104257207
CC,GO:0005886,plasma membrane,368,F2R,-2.126826937,0.000318,0.104257207
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,AGFG1,1.380974793,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,TBC1D9,-0.567593574,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,CYTH1,-1.117747157,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,ASAP2,-1.57587399,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,ITPKB,-1.537545834,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,CYTH3,0.779927243,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,ASAP3,0.833225407,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,ITSN1,0.458904114,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,TTN,-0.663359973,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,IQGAP1,0.596446673,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,MCF2L,-0.51954142,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,PLEKHG3,-0.669406413,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,PLEKHG2,-0.610256671,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,SMAP1,0.655134843,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,TBC1D12,0.555583003,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,TIAM1,0.820376553,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,RASGRP4,0.434251834,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,SOS1,0.690144542,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,TBC1D14,1.702760073,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,TBC1D13,1.31116215,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,RAPGEF5,-0.908557113,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,TBC1D4,2.52632966,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,RAPGEF3,-0.773662395,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,TBC1D30,0.404044468,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,FGD6,0.808777172,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,RAPGEF1,-0.869591863,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,NET1,2.133756628,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,VAV3,-3.272060383,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,ARHGEF7,-0.981044427,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,ARHGEF6,-0.866528993,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,NF1,-0.701186185,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,ARHGEF15,-1.002290743,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,RICTOR,0.485597608,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,TBC1D22A,-0.83070358,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,FARP1,0.466563233,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,RALGAPA2,-0.93830714,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,PLCE1,-0.583871842,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,NDEL1,-1.45721722,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,RASGRF2,-2.058812107,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,ACAP2,-0.369031913,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,TSC2,0.484905079,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,TNK1,-0.280158047,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,ARAP3,-0.53130689,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,ARAP2,1.066226023,0.001866874,-0.745355992
MF,GO:0051056,regulation of small GTPase mediated signal transduction,45,ARAP1,-0.362388931,0.001866874,-0.745355992
MF,GO:0006468,protein amino acid phosphorylation,99,STK33,0.353727652,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,STK38,0.721742953,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TIRAP,1.189154773,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TGFB3,-1.654311963,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TTN,-0.663359973,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PRKG1,1.11166953,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,C230081A13RIK,-0.86630536,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TGFB2,2.303174833,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PRKAR2B,2.38904381,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,CTTNBP2,0.465025583,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MAP3K5,-2.582338303,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MDFIC,-1.121736197,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MAP3K8,1.164063295,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,ILK,-0.647659317,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,IFNG,0.23384619,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,GAB1,0.879589395,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MLKL,-1.511955753,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,INSR,1.6754155,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,RET,1.195297373,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MAP4K3,-0.501535413,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MAP4K4,-0.554699907,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PLCE1,-0.583871842,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PDGFRA,-0.536206566,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MAPK9,0.685550677,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,WNT5A,1.267849923,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,FGFR3,-0.441929813,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,STK10,-1.672758107,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,BMPR2,0.659034738,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MAP4K2,0.470737143,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,CHEK2,-1.709742547,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,EPHB4,-0.802291718,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,EPHB1,-0.939889352,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PTK2,-0.652790383,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,ZAP70,0.969143531,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TEC,0.849222178,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MAP2K1,-0.462879817,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TAOK3,-0.661818986,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TGFBR2,0.998477288,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,BMX,1.389250443,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,RPS6KL1,-0.531561067,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,EPHA7,0.431430973,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,ULK1,0.410886127,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TGFBR3,1.21053663,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,GRK4,0.596299646,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TNK1,-0.280158047,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,GRK5,-0.710061403,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,ABL2,0.532475325,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MYLK,-0.437339463,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,SRMS,0.34487422,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,CDK19,0.448197987,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,ACVRL1,0.509690293,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PRDX2,0.494541805,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,FES,-0.355315523,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,D8ERTD82E,-1.26497859,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,SLK,-0.290273984,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PAK4,0.648304621,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,CDK12,-0.674758844,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PAK1,1.396210657,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,FGF2,-0.585969297,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TRPM6,1.648325731,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,SGK1,-1.47705049,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,ADAM10,0.437040344,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,LYN,-0.728398005,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,LIMK1,0.497049015,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,DAPK2,-0.756313323,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PRKCB,2.0486665,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,DAPK1,1.637175387,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PRKD1,-1.505200363,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,ACVR2A,-0.689146653,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PRKD2,-0.787741027,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,CCND1,-1.645147307,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MAST2,0.335594489,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,HIPK3,0.420905124,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,CD81,-0.52313523,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,ERN1,0.733184663,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,NRK,-0.636474618,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MAP3K12,-0.535127166,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,FRK,-0.675877093,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,CAMK2G,-0.816875295,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,KIT,-1.79462081,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,IGF1R,2.452772717,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,BCL2,-0.819237793,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,CAMK2D,-0.46177705,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PRKAA2,-0.450660227,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PTPRE,-1.33762153,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TRIM28,-0.24017683,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,PTPRA,-0.458312353,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,NPR1,-0.893131727,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,NPR2,-2.076959626,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,TRIM24,-0.426012033,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,ICK,0.470280317,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,MAPK12,-0.339340207,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,RPS6KA1,0.572898548,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,RPS6KA2,-1.676420843,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,FYN,-1.658977507,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,GSK3B,0.46311696,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,JAK1,-0.87793572,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,IGFBP3,-1.53877307,0.001494412,-1.30654916
MF,GO:0006468,protein amino acid phosphorylation,99,F2R,-2.126826937,0.001494412,-1.30654916
MF,GO:0016310,phosphorylation,109,CDK19,0.448197987,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,ATP5E,0.312533377,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,ACVRL1,0.509690293,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,PRDX2,0.494541805,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,FES,-0.355315523,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,D8ERTD82E,-1.26497859,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,SLK,-0.290273984,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,PAK4,0.648304621,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,CDK12,-0.674758844,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,PAK1,1.396210657,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,FGF2,-0.585969297,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,ATP5H,0.454014144,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,TRPM6,1.648325731,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,SGK1,-1.47705049,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,ADAM10,0.437040344,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,LYN,-0.728398005,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,LIMK1,0.497049015,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,PIK3C2B,-2.46837932,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,DAPK2,-0.756313323,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,PRKCB,2.0486665,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,DAPK1,1.637175387,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,PRKD1,-1.505200363,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,ACVR2A,-0.689146653,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,PRKD2,-0.787741027,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,ATP6V1A,0.65044849,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,CCND1,-1.645147307,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,MAST2,0.335594489,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,HIPK3,0.420905124,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,CD81,-0.52313523,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,ERN1,0.733184663,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,NRK,-0.636474618,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,MAP3K12,-0.535127166,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,FRK,-0.675877093,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,NDUFB8,0.431336721,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,CAMK2G,-0.816875295,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,KIT,-1.79462081,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,ATP5G3,0.334951082,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,IGF1R,2.452772717,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,GNPTAB,0.473556673,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,BCL2,-0.819237793,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,CAMK2D,-0.46177705,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,PRKAA2,-0.450660227,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,PTPRE,-1.33762153,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,PTPRA,-0.458312353,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,NDUFA7,1.182820295,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,TRIM28,-0.24017683,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,NPR1,-0.893131727,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,NPR2,-2.076959626,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,TRIM24,-0.426012033,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,ICK,0.470280317,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,MAPK12,-0.339340207,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,RPS6KA1,0.572898548,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,RPS6KA2,-1.676420843,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,FYN,-1.658977507,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,GSK3B,0.46311696,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,JAK1,-0.87793572,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,ATP6V0A1,0.984753306,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,IGFBP3,-1.53877307,0.001260554,-0.478913143
MF,GO:0016310,phosphorylation,109,F2R,-2.126826937,0.001260554,-0.478913143
MF,GO:0006793,phosphorus metabolic process,126,STK33,0.353727652,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,STK38,0.721742953,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TGFB3,-1.654311963,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TIRAP,1.189154773,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PRKG1,1.11166953,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TTN,-0.663359973,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,C230081A13RIK,-0.86630536,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TGFB2,2.303174833,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,CTTNBP2,0.465025583,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PRKAR2B,2.38904381,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MAP3K5,-2.582338303,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MDFIC,-1.121736197,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MAP3K8,1.164063295,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,IFNG,0.23384619,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ILK,-0.647659317,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,GAB1,0.879589395,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MLKL,-1.511955753,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,INSR,1.6754155,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PTPRJ,2.070382665,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PTPRK,-0.518842696,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,RET,1.195297373,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MAP4K3,-0.501535413,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MAP4K4,-0.554699907,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PLCE1,-0.583871842,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PDGFRA,-0.536206566,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MAPK9,0.685550677,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,WNT5A,1.267849923,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,FGFR3,-0.441929813,0.001270203,-0.356348323
